troleandomycin	corticosteroids	mechanism	drugs such as troleandomycin and ketoconazole may inhibit the metabolism of corticosteroids and thus decrease their clearance .
ketoconazole	retapamulin	mechanism	co administration of oral ketoconazole dg mg twice daily increased retapamulin geometric mean auc ( dg dg ) and cmax by dg % after topical application of retapamulin ointment , dg % on the abraded skin of healthy adult males .
Methscopolamine	tricyclic	int	methscopolamine may interact with antidepressants ( tricyclic type ) , mao inhibitors ( e.g. , phenelzine , linezolid , tranylcypromine , isocarboxazid , selegiline , furazolidone ) , quinidine , amantadine , antihistamines ( e.g. , diphenhydramine ) , other anticholinergics , potassium chloride supplements , antacids , absorbent type anti diarrhea medicines ( e.g. , kaolin pectin ) , phenothiazines ( e.g. , chlorpromazine , promethazine ) .
Methscopolamine	pectin	int	methscopolamine may interact with antidepressants ( tricyclic type ) , mao inhibitors ( e.g. , phenelzine , linezolid , tranylcypromine , isocarboxazid , selegiline , furazolidone ) , quinidine , amantadine , antihistamines ( e.g. , diphenhydramine ) , other anticholinergics , potassium chloride supplements , antacids , absorbent type anti diarrhea medicines ( e.g. , kaolin pectin ) , phenothiazines ( e.g. , chlorpromazine , promethazine ) .
Methscopolamine	linezolid	int	methscopolamine may interact with antidepressants ( tricyclic type ) , mao inhibitors ( e.g. , phenelzine , linezolid , tranylcypromine , isocarboxazid , selegiline , furazolidone ) , quinidine , amantadine , antihistamines ( e.g. , diphenhydramine ) , other anticholinergics , potassium chloride supplements , antacids , absorbent type anti diarrhea medicines ( e.g. , kaolin pectin ) , phenothiazines ( e.g. , chlorpromazine , promethazine ) .
TRENTAL	platelet aggregation inhibitors	effect	although a causal relationship has not been established , there have been reports of bleeding and / or prolonged prothrombin time in patients treated with trental with and without anticoagulants or platelet aggregation inhibitors .
phenobarbital	mifepristone	mechanism	john s wort , and certain anticonvulsants ( phenytoin , phenobarbital , carbamazepine ) may induce mifepristone metabolism ( lowering serum levels of mifepristone ) .
anticonvulsants	mifepristone	mechanism	john s wort , and certain anticonvulsants ( phenytoin , phenobarbital , carbamazepine ) may induce mifepristone metabolism ( lowering serum levels of mifepristone ) .
CYLERT	antiepileptic medications	effect	decreased seizure threshold has been reported in patients receiving cylert concomitantly with antiepileptic medications .
methylergonovine maleate	vasoconstrictors	advise	caution should be exercised when methergine ( methylergonovine maleate ) is used concurrently with other vasoconstrictors or ergot alkaloids .
Phenothiazines	anesthetics	effect	phenothiazines are capable of potentiating cns depressants ( e.g. , barbiturates , anesthetics , opiates , alcohol , etc . )
pantoprazole	iron	mechanism	because of profound and long lasting inhibition of gastric acid secretion , pantoprazole may interfere with absorption of drugs where gastric ph is an important determinant of their bioavailability ( eg , ketoconazole , ampicillin esters , and iron salts ) .
Sulfoxone	barbiturates	effect	sulfoxone may increase the effects of barbiturates , tolbutamide , and uricosurics .
Sulfoxone	uricosurics	effect	sulfoxone may increase the effects of barbiturates , tolbutamide , and uricosurics .
thiabendazole	xanthine derivatives	advise	therefore , when concomitant use of thiabendazole and xanthine derivatives is anticipated , it may be necessary to monitor blood levels and / or reduce the dosage of such compounds .
Cyclophosphamide	Cerubidine	effect	cyclophosphamide used concurrently with cerubidine may also result in increased cardiotoxicity .
Methysergide	narcotic analgesics	effect	methysergide may reverse the analgesic activity of narcotic analgesics .
Thiamine	Contraceptives	int	interactions for vitamin b1 ( thiamine ) : loop diuretics , oral contraceptives , stavudine , tricyclic antidepressants
riboflavin	probenecid	effect	requirements for riboflavin may be increased in patients receiving probenecid .
levonorgesterol	mycophenolate mofetil	mechanism	however , in a drug drug interaction study , mean levonorgesterol auc was decreased by dg % when coadministered with mycophenolate mofetil .
roxithromycin	terfenadine	advise	although such a reaction has not been demonstrated with roxithromycin , concomitant administration of roxithromycin with terfenadine or astemizole is not recommended .
tetracyclines	iron	mechanism	absorption of tetracyclines is impaired by antacids containing aluminum , calcium or magnesium , and iron containing preparations .
Sanctura	procainamide	mechanism	drugs eliminated by active tubular secretion : although studies to assess drug drug interactions with sanctura have not been conducted , sanctura has the potential for pharmacokinetic interactions with other drugs that are eliminated by active tubular secretion ( e.g. digoxin , procainamide , pancuronium , morphine , vancomycin , metformin and tenofovir ) .
mazindol	phenelzine	advise	you can not take mazindol if you have taken a monoamine oxidase inhibitor ( maoi ) such as isocarboxazid ( marplan ) , tranylcypromine ( parnate ) , or phenelzine ( nardil ) in the last dg days .
sumatriptan succinate	MAO-A inhibitors	advise	therefore , the use of sumatriptan succinate tablets in patients receiving mao-a inhibitors is contraindicated . selective serotonin reuptake inhibitors ( ssris ) ( e.g. , fluoxetine , fluvoxamine , paroxetine , sertraline ) have been reported , rarely , to cause weakness , hyperreflexia , and incoordination when coadministered with sumatriptan .
mercaptopurine	TABLOID	effect	there is usually complete cross resistance between purinethol ( mercaptopurine ) and tabloid brand thioguanine .
ethoxzolamide	corticosteroids	effect	coadministration of ethoxzolamide with other diuretics , amphotericin b , and corticosteroids may cause hypokalemia .
Cevimeline	beta adrenergic antagonists	advise	cevimeline should be administered with caution to patients taking beta adrenergic antagonists , because of the possibility of conduction disturbances .
bosentan	cyclosporine A	mechanism	steady state bosentan plasma concentrations were dg to dg fold higher than in the absence of cyclosporine a .
tacrolimus	bosentan	advise	caution should be exercised if tacrolimus and bosentan are used together .
Bosentan	lovastatin	mechanism	bosentan is also expected to reduce plasma concentrations of other statins that have significant metabolism by cyp3a4 , such as lovastatin and atorvastatin .
Bosentan	atorvastatin	mechanism	bosentan is also expected to reduce plasma concentrations of other statins that have significant metabolism by cyp3a4 , such as lovastatin and atorvastatin .
esomeprazole	digoxin	mechanism	therefore , esomeprazole may interfere with the absorption of drugs where gastric ph is an important determinant of bioavailability ( eg , ketoconazole , iron salts and digoxin ) .
anticoagulant	Bezalip	advise	for this reason , the dose of the anticoagulant should be reduced by dg dg % at the start of treatment with bezalip or bezalip retard and then titrated according to the blood clotting parameters
Cyclopentolate	pilocarpine	effect	cyclopentolate may interfere with the anti glaucoma action of carbachol or pilocarpine ;
lithium	TORADOL	mechanism	the effect of toradol on plasma lithium has not been studied , but cases of increased lithium plasma levels during toradol therapy have been reported .
salicylate	ketorolac	mechanism	in vitro studies indicate that , at therapeutic concentrations of salicylate ( dg m g / ml ) , the binding of ketorolac was reduced from approximately dg % to dg % , representing a potential twofold increase in unbound ketorolac plasma levels .
mercaptopurine	Thioguanine	effect	there is usually complete cross resistance between purinethol ( mercaptopurine ) and tabloid brand thioguanine .
Zemplar	ketoconazole	advise	dose adjustment of zemplar capsules may be required , and ipth and serum calcium concentrations should be closely monitored if a patient initiates or discontinues therapy with a strong cyp3a4 inhibitor such as ketoconazole .
Beta blockers	clonidine	effect	beta blockers may exacerbate the rebound hypertension which can follow the withdrawal of clonidine .
sirolimus	MYCAMINE	advise	patients receiving sirolimus or nifedipine in combination with mycamine should be monitored for sirolimus or nifedipine toxicity and sirolimus or nifedipine dosage should be reduced if necessary .
neuroleptics	MIRAPEX	effect	dopamine antagonists : since pramipexole is a dopamine agonist , it is possible that dopamine antagonists , such as the neuroleptics ( phenothiazines , butyrophenones , thioxanthenes ) or metoclopramide , may diminish the effectiveness of mirapex .
phenothiazines	MIRAPEX	effect	dopamine antagonists : since pramipexole is a dopamine agonist , it is possible that dopamine antagonists , such as the neuroleptics ( phenothiazines , butyrophenones , thioxanthenes ) or metoclopramide , may diminish the effectiveness of mirapex .
triamterene	pramipexole	mechanism	other drugs eliminated via renal secretion : population pharmacokinetic analysis suggests that coadministration of drugs that are secreted by the cationic transport system ( e.g. , cimetidine , ranitidine , diltiazem , triamterene , verapamil , quinidine , and quinine ) decreases the oral clearance of pramipexole by about dg % , while those secreted by the anionic transport system ( e.g. , cephalosporins , penicillins , indomethacin , hydrochlorothiazide , and chlorpropamide ) are likely to have little effect on the oral clearance of pramipexole .
penicillins	pramipexole	mechanism	other drugs eliminated via renal secretion : population pharmacokinetic analysis suggests that coadministration of drugs that are secreted by the cationic transport system ( e.g. , cimetidine , ranitidine , diltiazem , triamterene , verapamil , quinidine , and quinine ) decreases the oral clearance of pramipexole by about dg % , while those secreted by the anionic transport system ( e.g. , cephalosporins , penicillins , indomethacin , hydrochlorothiazide , and chlorpropamide ) are likely to have little effect on the oral clearance of pramipexole .
methadone	PEG-Intron	mechanism	in a pharmacokinetic study of dg chronic hepatitis c patients concomitantly receiving methadone , treatment with peg-intron once weekly for dg weeks was associated with a mean increase of dg % in methadone auc ;
terfenadine	itraconazole	mechanism	itraconazole : torsades de pointes and elevated parent terfenadine levels have been reported during concomitant use of terfenadine and itraconazole in clinical trials of itraconazole and from foreign post marketing sources .
opioids	pegvisomant	mechanism	in clinical studies , patients on opioids often needed higher serum pegvisomant concentrations to achieve appropriate igf i suppression compared with patients not receiving opioids .
Monoamine oxidase inhibitors	sympathomimetic amines	effect	monoamine oxidase inhibitors or tricyclic antidepressants may potentiate the action of sympathomimetic amines .
olprinone	anagrelide	effect	the effects of medicinal products with similar properties such as inotropes milrinone , enoximone , amrinone , olprinone and cilostazol may be exacerbated by anagrelide .
midazolam	calcium channel antagonists	advise	drug interactions : inhibitors of cyp3a4 isozymes : caution is advised when midazolam is administered concomitantly with drugs that are known to inhibit the cytochrome p450 dg enzyme system ( ie , some drugs in the drug classes of azole antimycotics , protease inhibitors , calcium channel antagonists , and macrolide antibiotics ) .
verapamil	midazolam	mechanism	drugs such as erythromycin , diltiazem , verapamil , ketoconazole , fluconazole and itraconazole were shown to significantly increase the c max and auc of orally administered midazolam .
VERSED Syrup	ketamine	effect	the sedative effect of versed syrup is accentuated by any concomitantly administered medication which depresses the central nervous system , particularly narcotics ( eg , morphine , meperidine and fentanyl ) , propofol , ketamine , nitrous oxide , secobarbital and droperidol .
VERSED Syrup	nitrous oxide	effect	the sedative effect of versed syrup is accentuated by any concomitantly administered medication which depresses the central nervous system , particularly narcotics ( eg , morphine , meperidine and fentanyl ) , propofol , ketamine , nitrous oxide , secobarbital and droperidol .
VERSED Syrup	secobarbital	effect	the sedative effect of versed syrup is accentuated by any concomitantly administered medication which depresses the central nervous system , particularly narcotics ( eg , morphine , meperidine and fentanyl ) , propofol , ketamine , nitrous oxide , secobarbital and droperidol .
levomepromazine	barbiturates	effect	additive sedative effects and confusional states may emerge if levomepromazine is given with benzodiazepines or barbiturates .
amphetamine	levomepromazine	effect	caffeine and / or stimulantes of the ephedrine / amphetamine type may counteract the specific actions of levomepromazine .
ascorbic acid	bishydroxycoumarin	mechanism	limited evidence suggests that ascorbic acid may influence the intensity and duration of action of bishydroxycoumarin .
Benzodiazepines	fluvoxamine	mechanism	other potentially important drug interactions : benzodiazepines : benzodiazepines metabolized by hepatic oxidation ( e.g. , alprazolam , midazolam , triazolam elc. ) should be used with caution because the clearance of these drugs is likely to be reduced by fluvoxamine .
fluvoxamine maleate	warfarin	mechanism	warfarin : when fluvoxamine maleate ( dg mg tid ) was administered concomitantly with warfarin for two weeks , warfarin plasma concentrations increased by dg % and prothrombin times were prolonged .
anticoagulants	Fluvoxamine	advise	thus patients receiving oral anticoagulants and fluvoxamine tablets should have their prothrombin time monitored and their anticoagulant dose adjusted accordingly .
Fluvoxamine	MAOIs	advise	therefore , it is recommended that fluvoxamine tablets not be used in combination with maois , or within dg days of discontinuing treatment with a maoi .
astemizole	ketoconazole	mechanism	terfenadine , astemizole and cisapride are all metabolized by the cytochrome p450iiia4 isozyme , and it has been demonstrated that ketoconazole , a potent inhibitor of iiia4 , blocks the metabolism of these drugs , resulting in increased plasma concentrations of parent drug .
beta-carotene	XENICAL	mechanism	fat soluble vitamin supplements and analogues : a pharmacokinetic interaction study showed a dg % reduction in beta-carotene supplement absorption when concomitantly administered with xenical .
miconazole	DETROL LA	advise	for patients receiving ketoconazole or other potent cyp3a4 inhibitors such as other azole antifungals ( eg , itraconazole , miconazole ) or macrolide antibiotics ( eg , erythromycin , clarithromycin ) or cyclosporine or vinblastine , the recommended dose of detrol la is dg mg daily .
trimetrexate	rifampin	effect	agents that might be coadministered with trimetrexate in aids patients for other indications that could elicit this activity include erythromycin , rifampin , rifabutin , ketoconazole , and fluconazole .
ZOLINZA	valproic acid	effect	other hdac inhibitors severe thrombocytopenia and gastrointestinal bleeding have been reported with concomitant use of zolinza and other hdac inhibitors ( e.g. , valproic acid ) .
diphosphonate	Calcitonin (salmon)	effect	however , in patients with paget 's disease prior diphosphonate use appears to reduce the anti resorptive response to calcitonin (salmon) nasal spray .
Scopolamine	sedatives	advise	scopolamine should be used with care in patients taking other drugs that are capable of causing cns effects such as sedatives , tranquilizers , or alcohol .
Trilostane	mitotane	int	trilostane may interact with aminoglutethimide or mitotane ( causing too great a decrease in adrenal function ) .
neuromuscular blocking agents	carbamazepine	effect	the neuromuscular blocking effect of mivacron may be enhanced by drugs that reduce plasma cholinesterase activity ( e.g. , chronically administered oral contraceptives , glucocorticoids , or certain monoamine oxidase inhibitors ) or by drugs that irreversibly inhibit plasma cholinesterase . resistance to the neuromuscular blocking action of nondepolarizing neuromuscular blocking agents has been demonstrated in patients chronically administered phenytoin or carbamazepine .
DIFLUCAN	cyclosporine	mechanism	cyclosporine : diflucan may significantly increase cyclosporine levels in renal transplant patients with or without renal impairment .
Rifampin	DIFLUCAN	mechanism	rifampin : rifampin enhances the metabolism of concurrently administered diflucan .
fluconazole	terfenadine	advise	the coadministration of fluconazole at doses lower than dg mg / day with terfenadine should be carefully monitored .
Streptokinase	anticoagulants	effect	use of anticoagulants and antiplatelet agents streptase , streptokinase , alone or in combination with antiplatelet agents and anticoagulants , may cause bleeding complications .
quinolones	calcium	mechanism	administration of quinolones with antacids containing aluminum , magnesium , or calcium , with sucralfate , with metal cations such as iron , or with multivitamins containing iron or zinc , or with formulations containing divalent and trivalent cations such as videx ( didanosine ) chewable / buffered tablets or the pediatric powder for oral solution , may substantially interfere with the absorption of quinolones , resulting in systemic concentrations considerably lower than desired .
procaine hydrochloride	anticholinesterase agents	effect	anticholinesterases : concurrent use of procaine hydrochloride and anticholinesterase agents may result in increased systemic toxicity since anticholinesterases inhibit the breakdown of procaine hydrochloride .
Hyaluronidase	procaine hydrochloride	mechanism	hyaluronidase : hyaluronidase may increase the diffusion rate of procaine hydrochloride , resulting in a decreased time of onset , but an increase in systemic toxicity .
procaine hydrochloride	neuromuscular blocking agents	effect	neuromuscular blocking agents ( such as suxamethonium chloride ) : concurrent use of procaine hydrochloride and neuromuscular blocking agents may result in prolongation or enhancement of the neuromuscular blockade .
diuretics	ACEON	effect	diuretics : patients on diuretics , and especially those started recently , may occasionally experience an excessive reduction of blood pressure after initiation of aceon tablets therapy .
digoxin	perindoprilat	mechanism	digoxin : a controlled pharmacokinetic study has shown no effect on plasma digoxin concentrations when coadministered with aceon tablets , but an effect of digoxin on the plasma concentration of perindopril / perindoprilat has not been excluded .
diuretics	ACEON	advise	if diuretics can not be interrupted , close medical supervision should be provided with the first dose of aceon tablets , for at least two hours and until blood pressure has stabilized for another hour .
Posicor	terfenadine	mechanism	posicor inhibits some of the liver 's ability to metabolize some other drugs terfenadine , astemizole , cisapride , cyclosporine , and tricyclic antidepressants .
Posicor	cisapride	mechanism	posicor inhibits some of the liver 's ability to metabolize some other drugs terfenadine , astemizole , cisapride , cyclosporine , and tricyclic antidepressants .
Posicor	tricyclic antidepressants	mechanism	posicor inhibits some of the liver 's ability to metabolize some other drugs terfenadine , astemizole , cisapride , cyclosporine , and tricyclic antidepressants .
ALFENTA	tranquilizers	effect	both the magnitude and duration of central nervous system and cardiovascular effects may be enhanced when alfenta is administered in combination with other cns depressants such as barbiturates , tranquilizers , opioids , or inhalation general anesthetics .
fentanyl	beta blocker	effect	fentanyl anesthesia : severe hypotension has been reported during fentanyl anesthesia with concomitant use of a beta blocker and a calcium channel blocker .
diflunisal	indomethacin	mechanism	in normal volunteers receiving indomethacin , the administration of diflunisal decreased the renal clearance and significantly increased the plasma levels of indomethacin .
INDOCIN	methotrexate	advise	caution should be used if indocin is administered simultaneously with methotrexate .
non-steroidal anti-inflammatory drugs	cyclosporine	effect	administration of non-steroidal anti-inflammatory drugs concomitantly with cyclosporine has been associated with an increase in cyclosporine induced toxicity , possibly due to decreased synthesis of renal prostacyclin .
diuretics	INDOCIN	effect	most of the above effects concerning diuretics have been attributed , at least in part , to mechanisms involving inhibition of prostaglandin synthesis by indocin .
trihexyphenidyl	amitriptyline	effect	the concurrent use of two or more drugs with anticholinergic activity such as an antipsychotic drug ( eg , chlorpromazine ) , an antiparkinsonian drug ( eg , trihexyphenidyl ) , and / or a tricyclic antidepressant ( eg , amitriptyline ) commonly results in excessive anticholinergic effects , including dry mouth and associated dental complications , blurred vision , and , in patients exposed to high temperature and humidity , hyperpyrexia .
antipsychotic drug	amitriptyline	effect	the concurrent use of two or more drugs with anticholinergic activity such as an antipsychotic drug ( eg , chlorpromazine ) , an antiparkinsonian drug ( eg , trihexyphenidyl ) , and / or a tricyclic antidepressant ( eg , amitriptyline ) commonly results in excessive anticholinergic effects , including dry mouth and associated dental complications , blurred vision , and , in patients exposed to high temperature and humidity , hyperpyrexia .
chlorpromazine	antiparkinsonian drug	effect	the concurrent use of two or more drugs with anticholinergic activity such as an antipsychotic drug ( eg , chlorpromazine ) , an antiparkinsonian drug ( eg , trihexyphenidyl ) , and / or a tricyclic antidepressant ( eg , amitriptyline ) commonly results in excessive anticholinergic effects , including dry mouth and associated dental complications , blurred vision , and , in patients exposed to high temperature and humidity , hyperpyrexia .
quinidine	flecainide	mechanism	drugs that inhibit cytochrome p450iid6 , such as quinidine , might increase the plasma concentrations of flecainide in patients that are on chronic flecainide therapy ;
TAMBOCOR	propranolol	mechanism	in a study involving healthy subjects receiving tambocor and propranolol concurrently , plasma flecainide levels were increased about dg % and propranolol levels were increased about dg % compared to control values .
caffeine	cimetidine	advise	based on adult data , lower doses of caffeine may be needed following coadministration of drugs which are reported to decrease caffeine elimination ( e.g. , cimetidine and ketoconazole ) and higher caffeine doses may be needed following coadministration of drugs that increase caffeine elimination ( e.g. , phenobarbital and phenytoin ) .
Boric acid	idoxuridine	mechanism	boric acid may interact with the idoxuridine preparation causing a gritty substance to form or may interact with the preservative in the idoxuridine preparation causing a toxic effect in the eye .
EQUETROTM	quetiapine	mechanism	agents that have been found , or are expected to have decreased plasma levels in the presence of equetrotm due to induction of cyp enzymes are the following : acetaminophen , alprazolam , amitriptyline , bupropion , buspirone , citalopram , clobazam , clonazepam , clozapine , cyclosporin , delavirdine , desipramine , diazepam , dicumarol , doxycycline , ethosuximide , felbamate , felodipine , glucocorticoids , haloperidol , itraconazole , lamotrigine , levothyroxine , lorazepam , methadone , midazolam , mirtazapine , nortriptyline , olanzapine , oral contraceptives ( dg ) , oxcarbazepine , phenytoin ( dg ) , praziquantel , protease inhibitors , quetiapine , risperidone , theophylline , topiramate , tiagabine , tramadol , triazolam , valproate , warfarin ( dg ) , ziprasidone , and zonisamide .
EQUETROTM	tiagabine	mechanism	agents that have been found , or are expected to have decreased plasma levels in the presence of equetrotm due to induction of cyp enzymes are the following : acetaminophen , alprazolam , amitriptyline , bupropion , buspirone , citalopram , clobazam , clonazepam , clozapine , cyclosporin , delavirdine , desipramine , diazepam , dicumarol , doxycycline , ethosuximide , felbamate , felodipine , glucocorticoids , haloperidol , itraconazole , lamotrigine , levothyroxine , lorazepam , methadone , midazolam , mirtazapine , nortriptyline , olanzapine , oral contraceptives ( dg ) , oxcarbazepine , phenytoin ( dg ) , praziquantel , protease inhibitors , quetiapine , risperidone , theophylline , topiramate , tiagabine , tramadol , triazolam , valproate , warfarin ( dg ) , ziprasidone , and zonisamide .
EQUETROTM	buspirone	mechanism	agents that have been found , or are expected to have decreased plasma levels in the presence of equetrotm due to induction of cyp enzymes are the following : acetaminophen , alprazolam , amitriptyline , bupropion , buspirone , citalopram , clobazam , clonazepam , clozapine , cyclosporin , delavirdine , desipramine , diazepam , dicumarol , doxycycline , ethosuximide , felbamate , felodipine , glucocorticoids , haloperidol , itraconazole , lamotrigine , levothyroxine , lorazepam , methadone , midazolam , mirtazapine , nortriptyline , olanzapine , oral contraceptives ( dg ) , oxcarbazepine , phenytoin ( dg ) , praziquantel , protease inhibitors , quetiapine , risperidone , theophylline , topiramate , tiagabine , tramadol , triazolam , valproate , warfarin ( dg ) , ziprasidone , and zonisamide .
EQUETROTM	valproate	mechanism	agents that have been found , or are expected to have decreased plasma levels in the presence of equetrotm due to induction of cyp enzymes are the following : acetaminophen , alprazolam , amitriptyline , bupropion , buspirone , citalopram , clobazam , clonazepam , clozapine , cyclosporin , delavirdine , desipramine , diazepam , dicumarol , doxycycline , ethosuximide , felbamate , felodipine , glucocorticoids , haloperidol , itraconazole , lamotrigine , levothyroxine , lorazepam , methadone , midazolam , mirtazapine , nortriptyline , olanzapine , oral contraceptives ( dg ) , oxcarbazepine , phenytoin ( dg ) , praziquantel , protease inhibitors , quetiapine , risperidone , theophylline , topiramate , tiagabine , tramadol , triazolam , valproate , warfarin ( dg ) , ziprasidone , and zonisamide .
EQUETROTM	clobazam	mechanism	agents that have been found , or are expected to have decreased plasma levels in the presence of equetrotm due to induction of cyp enzymes are the following : acetaminophen , alprazolam , amitriptyline , bupropion , buspirone , citalopram , clobazam , clonazepam , clozapine , cyclosporin , delavirdine , desipramine , diazepam , dicumarol , doxycycline , ethosuximide , felbamate , felodipine , glucocorticoids , haloperidol , itraconazole , lamotrigine , levothyroxine , lorazepam , methadone , midazolam , mirtazapine , nortriptyline , olanzapine , oral contraceptives ( dg ) , oxcarbazepine , phenytoin ( dg ) , praziquantel , protease inhibitors , quetiapine , risperidone , theophylline , topiramate , tiagabine , tramadol , triazolam , valproate , warfarin ( dg ) , ziprasidone , and zonisamide .
EQUETROTM	Acetazolamide	mechanism	agents that are cyp3a4 inhibitors that have been found , or are expected , to increase plasma levels of equetrotm are the following : acetazolamide , azole antifungals , cimetidine , clarithromycin ( dg ) , dalfopristin , danazol , delavirdine , diltiazem , erythromycin ( dg ) , fluoxetine , fluvoxamine , grapefruit juice , isoniazid , itraconazole , ketoconazole , loratadine , nefazodone , niacinamide , nicotinamide , protease inhibitors , propoxyphene , quinine , quinupristin , troleandomycin , valproate ( dg ) , verapamil , zileuton .
EQUETROTM	cimetidine	mechanism	agents that are cyp3a4 inhibitors that have been found , or are expected , to increase plasma levels of equetrotm are the following : acetazolamide , azole antifungals , cimetidine , clarithromycin ( dg ) , dalfopristin , danazol , delavirdine , diltiazem , erythromycin ( dg ) , fluoxetine , fluvoxamine , grapefruit juice , isoniazid , itraconazole , ketoconazole , loratadine , nefazodone , niacinamide , nicotinamide , protease inhibitors , propoxyphene , quinine , quinupristin , troleandomycin , valproate ( dg ) , verapamil , zileuton .
EQUETROTM	troleandomycin	mechanism	agents that are cyp3a4 inhibitors that have been found , or are expected , to increase plasma levels of equetrotm are the following : acetazolamide , azole antifungals , cimetidine , clarithromycin ( dg ) , dalfopristin , danazol , delavirdine , diltiazem , erythromycin ( dg ) , fluoxetine , fluvoxamine , grapefruit juice , isoniazid , itraconazole , ketoconazole , loratadine , nefazodone , niacinamide , nicotinamide , protease inhibitors , propoxyphene , quinine , quinupristin , troleandomycin , valproate ( dg ) , verapamil , zileuton .
EQUETROTM	dalfopristin	mechanism	agents that are cyp3a4 inhibitors that have been found , or are expected , to increase plasma levels of equetrotm are the following : acetazolamide , azole antifungals , cimetidine , clarithromycin ( dg ) , dalfopristin , danazol , delavirdine , diltiazem , erythromycin ( dg ) , fluoxetine , fluvoxamine , grapefruit juice , isoniazid , itraconazole , ketoconazole , loratadine , nefazodone , niacinamide , nicotinamide , protease inhibitors , propoxyphene , quinine , quinupristin , troleandomycin , valproate ( dg ) , verapamil , zileuton .
tricyclic antidepressants	cimetidine	mechanism	increases in plasma levels of tricyclic antidepressants , and in the frequency and severity of side effects , particularly anticholinergic , have been reported when cimetidine was added to the drug regimen .
ethchlorvynol	amitriptyline HCl	effect	transient delirium has been reported in patients who were treated with one gram of ethchlorvynol and dg dg mg of amitriptyline hcl .
estradiol	noradrenaline	effect	endothelium intact aortic rings from high estradiol rats were supersensitive to noradrenaline when compared to vehicle , progesterone and progesterone + high estradiol treated rats ( pd2 values = 7.77+ / dg , 7.21+ / dg , 6.93+ / dg and 7.22+ / dg , respectively ) .
Barbiturates	coumarin drugs	advise	barbiturates and glutethimide should not be administered to patients receiving coumarin drugs .
ethanol	acetaldehyde	effect	these results suggest that the hepatoxicity of ethanol in alcoholic beverages is enhanced by interaction with its congeners and acetaldehyde ;
phenobarbital	acetaminophen	effect	coingestion of acetaminophen with theophylline , phenobarbital with acetaminophen , and valproic acid with phenobarbital at high to toxic concentrations decreases the binding of the target drug .
Rifampin	warfarin	int	rifampin and warfarin : a drug interaction .
rifampin	warfarin	mechanism	withdrawal of rifampin decreased the warfarin requirement by dg % .
retinyl acetate	insulin	effect	these results suggest that both dexamethasone and retinyl acetate , and possibly other glucocorticoids and retinoids , may regulate the proliferation of prostate epithelium by a dose dependent modification of the activity of insulin and egf .
trovafloxacin	morphine	mechanism	previous studies have demonstrated a significant reduction in the oral bioavailability of trovafloxacin and ciprofloxacin when administered concomitantly with an intravenous opiate such as morphine .
ciprofloxacin	opiate	mechanism	previous studies have demonstrated a significant reduction in the oral bioavailability of trovafloxacin and ciprofloxacin when administered concomitantly with an intravenous opiate such as morphine .
4-methylpyrazole	1,3-difluoro-2-propanol	effect	we conclude that the prophylactic and antidotal properties of 4-methylpyrazole seen in animals treated with 1,3-difluoro-2-propanol derive from its capacity to inhibit the nad+ dependent oxidation responsible for converting 1,3-difluoro-2-propanol to dg , dg difluoroacetone in the committed step of the toxic pathway .
Cypermethrin	allopurinol	effect	cypermethrin induced oxidative stress in rat brain and liver is prevented by vitamin e or allopurinol .
cypermethrin	Vitamin E	effect	thus , the results suggest that cypermethrin exposure of rats results in free radical mediated tissue damage , as indicated by elevated cerebral and hepatic lipid peroxidation , which was prevented by allopurinol and vitamin e .
N-methyllevallorphan	loperamide	effect	n-methyllevallorphan ( dg mg / kg , s.c. ) completely antagonized the inhibitory effect of loperamide and partly antagonized the effect of morphine .
neurotensin	enkephalins	effect	interaction on the antinociceptive effect between neurotensin and enkephalins or tuftsin .
Verapamil	bombesin	effect	verapamil also significantly decreased the incidence of lymphatic invasion of adenocarcinomas , which was enhanced by bombesin .
clopidogrel	esomeprazole	advise	regulatory agencies state that the combination of clopidogrel and the cyp2c19 inhibitors omeprazole and esomeprazole should be avoided .
1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	3-[(2-methyl-1,3-thiazol-4-yl) ethynyl] pyridine	effect	in 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine / vehicle treated animals , almost dg % loss of tyrosine hydroxylase positive norepinephrine neurons was found in locus coeruleus / a5 / a7 noradrenaline cell groups , whereas the extent of neuronal loss was lower than dg % of control values in 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine / 3-[(2-methyl-1,3-thiazol-4-yl) ethynyl] pyridine treated monkeys .
cinacalcet	darbepoetin	effect	reduction of pth by cinacalcet is associated with a decrease in darbepoetin requirement .
calcium	iron	mechanism	however , the evidence for a calcium effect on iron absorption mainly comes from studies that did not isolate the effect of calcium from that of other dietary components , because it was detected in single meal studies .
PGF2alpha	oxytocin	effect	there is thus an enhancement effect of pgf2alpha upon the reaction of placental vessels to oxytocin in vitro .
ABT-737	DZNep	effect	in addition , dznep insensitivity might be associated with overexpression of bcl dg , and the combination of abt-737 and dznep could synergistically induced apoptosis .
quinidine	precocene I	effect	furafylline and sulfaphenazole had no effect , while quinidine appeared to augment precocene i toxicity .
Brilinta	aspirin	effect	the fda has approved ticagrelor ( brilinta astrazeneca ) , an oral antiplatelet drug , for use with low dose aspirin to reduce the rate of thrombotic cardiovascular events in patients with acute coronary syndrome ( acs ) .
